slug,subject,year_group,mission_slug,lesson_slug,skill_slug,gcse_domain,difficulty_band,question_type,template,variable_schema_json,answer_expression,acceptable_answer_rules_json,hint_template,explanation_template,misconception_tags_json,source_style,calculator_allowed,is_active,sample_prompt,sample_answer,challenge_use
area-perimeter-circle_circumference_intro-could,maths,8-9,area-perimeter,circle-circumference-intro,circle_circumference_intro,geometry,could,short_text,Find the circumference of a circle with diameter {d} cm. Use π = 3.14.,"{""d"":[4,6,8,10]}",3.14*d,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Circumference = πd.,Multiply diameter by π.,[],gcse-style-original,false,true,diameter 8,25.12 cm,adaptive_challenge_mode
area-perimeter-area_word_problem-gcse_bridge,maths,8-9,area-perimeter,area-word-problem,area_word_problem,geometry,gcse_bridge,short_text,A garden is {l} m by {w} m. Turf costs £{cost} per m². Find the total cost.,"{""l"":[6,8,10],""w"":[4,5,7],""cost"":[3,4,5]}",l*w*cost,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}","Find area first, then multiply by cost.",This is a two-step area problem.,[],gcse-style-original,true,true,"8m by 5m, £4/m²",£160,adaptive_challenge_mode
area-perimeter-perimeter_word_problem-gcse_bridge,maths,8-9,area-perimeter,perimeter-word-problem,perimeter_word_problem,geometry,gcse_bridge,short_text,A rectangular field is {l} m by {w} m. Fencing costs £{cost} per metre. Find the cost to fence it.,"{""l"":[10,12,15],""w"":[6,8,9],""cost"":[5,6,8]}",2*(l+w)*cost,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find perimeter first.,Cost = perimeter × cost per metre.,[],gcse-style-original,true,true,"10m by 6m, £5/m",£160,adaptive_challenge_mode
area-perimeter-shaded_area-gcse_bridge,maths,8-9,area-perimeter,shaded-area,shaded_area,geometry,gcse_bridge,short_text,A {big} cm by {big} cm square has a {small} cm by {small} cm square removed. Find the remaining area.,"{""big"":[8,10,12],""small"":[2,3,4]}",big*big-small*small,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find both areas then subtract.,Shaded area = large area - removed area.,[],gcse-style-original,true,true,10x10 remove 3x3,91 cm²,adaptive_challenge_mode
area-perimeter-area_scale_factor-gcse_bridge,maths,8-9,area-perimeter,area-scale-factor,area_scale_factor,geometry,gcse_bridge,short_text,A rectangle has area {area} cm². It is enlarged by scale factor {sf}. What is the new area?,"{""area"":[20,30,40,50],""sf"":[2,3]}",area*sf*sf,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Area scale factor is square of length scale factor.,Multiply area by {sf}².,[],gcse-style-original,true,true,area 20 scale factor 3,180 cm²,adaptive_challenge_mode
area-perimeter-mixed_area_perimeter-gcse_bridge,maths,8-9,area-perimeter,mixed-area-perimeter,mixed_area_perimeter,geometry,gcse_bridge,short_text,A rectangle has area {area} cm² and one side {w} cm. Find its perimeter.,"{""w"":[4,5,6],""l"":[7,8,9,10]}",2*(w+l),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find missing length from area first.,"Length = area ÷ width, then find perimeter.",[],gcse-style-original,true,true,"area 40, side 5",26 cm,adaptive_challenge_mode
indices-standard-form-multiply_indices-must,maths,8-9,indices-standard-form,multiply-indices,multiply_indices,number,must,short_text,Simplify: x^{a} × x^{b}.,"{""a"":[2,3,4,5],""b"":[2,3,4]}",`x^${a+b}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}","When multiplying same base, add powers.",Same base means add indices.,[],gcse-style-original,false,true,x^3 × x^4,x^7,adaptive_challenge_mode
indices-standard-form-divide_indices-must,maths,8-9,indices-standard-form,divide-indices,divide_indices,number,must,short_text,Simplify: x^{a} ÷ x^{b}.,"{""a"":[5,6,8,10],""b"":[2,3,4]}",`x^${a-b}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}","When dividing same base, subtract powers.",Subtract the lower power from the upper power.,[],gcse-style-original,false,true,x^8 ÷ x^3,x^5,adaptive_challenge_mode
indices-standard-form-power_of_power-should,maths,8-9,indices-standard-form,power-of-power,power_of_power,number,should,short_text,Simplify: (x^{a})^{b}.,"{""a"":[2,3,4,5],""b"":[2,3,4]}",`x^${a*b}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Power of a power means multiply powers.,Multiply the indices together.,[],gcse-style-original,false,true,(x^3)^2,x^6,adaptive_challenge_mode
indices-standard-form-coefficient_indices-should,maths,8-9,indices-standard-form,coefficient-indices,coefficient_indices,number,should,short_text,Simplify: {c}x^{a} × {d}x^{b}.,"{""c"":[2,3,4],""d"":[3,5,6],""a"":[2,3],""b"":[3,4]}",`${c*d}x^${a+b}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Multiply coefficients and add powers.,Handle numbers and powers separately.,[],gcse-style-original,false,true,3x^2 × 4x^3,12x^5,adaptive_challenge_mode
indices-standard-form-zero_index-should,maths,8-9,indices-standard-form,zero-index,zero_index,number,should,short_text,What is {a}^0?,"{""a"":[2,3,5,10]}",1,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Any non-zero number to power 0 is 1.,This is a key index law.,[],gcse-style-original,false,true,5^0,1,adaptive_challenge_mode
indices-standard-form-negative_index_intro-could,maths,8-9,indices-standard-form,negative-index-intro,negative_index_intro,number,could,short_text,Write x^{- {a}} using a positive index.,"{""a"":[1,2,3,4]}",`1/x^${a}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Negative index means reciprocal.,Move it to the denominator.,[],gcse-style-original,false,true,x^-2,1/x^2,adaptive_challenge_mode
indices-standard-form-standard_form_write_large-must,maths,8-9,indices-standard-form,standard-form-write-large,standard_form_write_large,number,must,short_text,Write {n} in standard form.,"{""n"":[3000,45000,720000,9000000]}",standard form,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Move decimal after first non-zero digit.,Standard form is a × 10^n where 1 ≤ a < 10.,[],gcse-style-original,false,true,45000,4.5×10^4,adaptive_challenge_mode
indices-standard-form-standard_form_write_small-should,maths,8-9,indices-standard-form,standard-form-write-small,standard_form_write_small,number,should,short_text,Write {n} in standard form.,"{""n"":[0.03,0.0045,0.00072,0.000006]}",standard form,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Small numbers have negative powers of 10.,Move decimal to make a number between 1 and 10.,[],gcse-style-original,false,true,0.0045,4.5×10^-3,adaptive_challenge_mode
indices-standard-form-standard_form_to_ordinary-must,maths,8-9,indices-standard-form,standard-form-to-ordinary,standard_form_to_ordinary,number,must,short_text,Write {a} × 10^{p} as an ordinary number.,"{""a"":[2.5,3.6,4.8,7.2],""p"":[3,4,5]}",a*10^p,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Move decimal right for positive powers.,10^p means multiply by 10 p times.,[],gcse-style-original,false,true,3.6×10^4,36000,adaptive_challenge_mode
indices-standard-form-standard_form_compare-could,maths,8-9,indices-standard-form,standard-form-compare,standard_form_compare,number,could,multiple_choice,Which is larger: {a}×10^{p} or {b}×10^{q}?,"{""a"":[2.1,5.4,7.2],""b"":[3.5,4.8,6.1],""p"":[3,4,5],""q"":[3,4,5]}",larger,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Compare powers of 10 first.,"If powers match, compare the front number.",[],gcse-style-original,false,true,2.1×10^5 or 9.0×10^4,2.1×10^5,adaptive_challenge_mode
indices-standard-form-standard_form_multiply-gcse_bridge,maths,8-9,indices-standard-form,standard-form-multiply,standard_form_multiply,number,gcse_bridge,short_text,Calculate ({a}×10^{p}) × ({b}×10^{q}) in standard form.,"{""a"":[2,3,4],""b"":[2,3,5],""p"":[3,4],""q"":[2,5]}",standard form product,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Multiply front numbers and add powers.,Adjust if the front number is 10 or more.,[],gcse-style-original,true,true,3×10^4 × 2×10^3,6×10^7,adaptive_challenge_mode
indices-standard-form-standard_form_divide-gcse_bridge,maths,8-9,indices-standard-form,standard-form-divide,standard_form_divide,number,gcse_bridge,short_text,Calculate ({a}×10^{p}) ÷ ({b}×10^{q}) in standard form.,"{""a"":[4,6,8],""b"":[2,3,4],""p"":[5,6],""q"":[2,3]}",standard form quotient,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Divide front numbers and subtract powers.,Use index laws for powers of 10.,[],gcse-style-original,true,true,6×10^5 ÷ 3×10^2,2×10^3,adaptive_challenge_mode
indices-standard-form-scientific_context-gcse_bridge,maths,8-9,indices-standard-form,scientific-context,scientific_context,number,gcse_bridge,short_text,A cell is {a}×10^{- {p}} m wide. Write this as a decimal.,"{""a"":[2,3.5,4.2],""p"":[4,5,6]}",decimal,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Negative powers move decimal left.,Convert from standard form carefully.,[],gcse-style-original,true,true,3×10^-4,0.0003,adaptive_challenge_mode
indices-standard-form-index_equation_intro-could,maths,8-9,indices-standard-form,index-equation-intro,index_equation_intro,number,could,short_text,Solve: 2^x = {n}.,"{""pairs"":[[2,1],[4,2],[8,3],[16,4],[32,5]]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Think powers of 2.,Find which power gives {n}.,[],gcse-style-original,false,true,2^x=16,4,adaptive_challenge_mode
indices-standard-form-gcse_indices_reasoning-gcse_bridge,maths,8-9,indices-standard-form,gcse-indices-reasoning,gcse_indices_reasoning,number,gcse_bridge,short_text,Simplify fully: (x^{a} × x^{b}) ÷ x^{c}.,"{""a"":[3,4,5],""b"":[2,3,4],""c"":[1,2,3]}",`x^${a+b-c}`,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}","Add powers first, then subtract.",Apply index laws in order.,[],gcse-style-original,true,true,(x^4 × x^3) ÷ x^2,x^5,adaptive_challenge_mode
volume-surface-area-cuboid_volume-must,maths,8-9,volume-surface-area,cuboid-volume,cuboid_volume,geometry,must,short_text,Find the volume of a cuboid {l} cm by {w} cm by {h} cm.,"{""l"":[4,5,6,8],""w"":[2,3,4],""h"":[3,4,5]}",l*w*h,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Volume = length × width × height.,Multiply the three dimensions.,[],gcse-style-original,false,true,4 by 3 by 5,60 cm³,adaptive_challenge_mode
volume-surface-area-cube_volume-must,maths,8-9,volume-surface-area,cube-volume,cube_volume,geometry,must,short_text,Find the volume of a cube with side {s} cm.,"{""s"":[2,3,4,5,6]}",s^3,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Cube volume = side cubed.,Multiply side by itself three times.,[],gcse-style-original,false,true,side 4,64 cm³,adaptive_challenge_mode
volume-surface-area-surface_area_cube-should,maths,8-9,volume-surface-area,surface-area-cube,surface_area_cube,geometry,should,short_text,Find the surface area of a cube with side {s} cm.,"{""s"":[2,3,4,5,6]}",6*s*s,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",A cube has 6 square faces.,"Area of one face is s², then multiply by 6.",[],gcse-style-original,false,true,side 5,150 cm²,adaptive_challenge_mode
volume-surface-area-surface_area_cuboid-should,maths,8-9,volume-surface-area,surface-area-cuboid,surface_area_cuboid,geometry,should,short_text,Find the surface area of a cuboid {l} by {w} by {h}.,"{""l"":[4,5,6],""w"":[2,3,4],""h"":[3,4,5]}",2*(lw+lh+wh),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find pairs of opposite faces.,Surface area = 2lw + 2lh + 2wh.,[],gcse-style-original,false,true,"4,3,5",94 cm²,adaptive_challenge_mode
volume-surface-area-prism_volume-could,maths,8-9,volume-surface-area,prism-volume,prism_volume,geometry,could,short_text,A prism has cross-section area {area} cm² and length {length} cm. Find its volume.,"{""area"":[12,15,20,24],""length"":[5,6,8,10]}",area*length,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Volume of prism = cross-section area × length.,Multiply the area by the length.,[],gcse-style-original,false,true,"area 12, length 5",60 cm³,adaptive_challenge_mode
volume-surface-area-cylinder_volume_intro-could,maths,8-9,volume-surface-area,cylinder-volume-intro,cylinder_volume_intro,geometry,could,short_text,Find the volume of a cylinder radius {r} cm and height {h} cm. Use π=3.14.,"{""r"":[2,3,4],""h"":[5,6,10]}",3.14*r*r*h,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Volume = πr²h.,"Find circle area, then multiply by height.",[],gcse-style-original,false,true,"r=3,h=5",141.3 cm³,adaptive_challenge_mode
volume-surface-area-missing_height_cuboid-could,maths,8-9,volume-surface-area,missing-height-cuboid,missing_height_cuboid,geometry,could,short_text,"A cuboid has volume {v} cm³, length {l} cm and width {w} cm. Find its height.","{""l"":[4,5,6],""w"":[2,3,4],""h"":[3,4,5]}",v/(l*w),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Volume = length × width × height.,Divide volume by base area.,[],gcse-style-original,false,true,"volume 60, l=5,w=4",3 cm,adaptive_challenge_mode
volume-surface-area-compound_volume-gcse_bridge,maths,8-9,volume-surface-area,compound-volume,compound_volume,geometry,gcse_bridge,short_text,A solid is made from cuboids with volumes {v1} cm³ and {v2} cm³. Find total volume.,"{""v1"":[40,60,80],""v2"":[20,30,50]}",v1+v2,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Add volumes of parts.,Compound volume can be split into simpler solids.,[],gcse-style-original,true,true,60 and 30,90 cm³,adaptive_challenge_mode
volume-surface-area-volume_units-should,maths,8-9,volume-surface-area,volume-units,volume_units,geometry,should,short_text,How many cm³ are in {n} m³?,"{""n"":[1,2,3]}",n*1000000,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}","1 m = 100 cm, so cube the scale factor.",1 m³ = 100 × 100 × 100 cm³.,[],gcse-style-original,false,true,2 m³,"2,000,000 cm³",adaptive_challenge_mode
volume-surface-area-density_intro-gcse_bridge,maths,8-9,volume-surface-area,density-intro,density_intro,geometry,gcse_bridge,short_text,A block has mass {m} g and volume {v} cm³. Find its density.,"{""m"":[100,150,240,360],""v"":[20,30,40,60]}",m/v,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Density = mass ÷ volume.,Divide grams by cubic centimetres.,[],gcse-style-original,true,true,"240g, 60cm³",4 g/cm³,adaptive_challenge_mode
volume-surface-area-surface_area_context-gcse_bridge,maths,8-9,volume-surface-area,surface-area-context,surface_area_context,geometry,gcse_bridge,short_text,A cube of side {s} cm is painted on all faces. Paint costs £{cost} per cm². Find the total cost.,"{""s"":[3,4,5],""cost"":[1,2,3]}",6*s*s*cost,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find surface area first.,Cost = surface area × cost per cm².,[],gcse-style-original,true,true,"side 4, £2/cm²",£192,adaptive_challenge_mode
volume-surface-area-volume_capacity-could,maths,8-9,volume-surface-area,volume-capacity,volume_capacity,geometry,could,short_text,A tank is {l} cm by {w} cm by {h} cm. How many litres can it hold?,"{""l"":[20,30,40],""w"":[10,20],""h"":[10,20,30]}",l*w*h/1000,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",1000 cm³ = 1 litre.,"Find volume in cm³, then divide by 1000.",[],gcse-style-original,false,true,30x20x10,6 L,adaptive_challenge_mode
volume-surface-area-similar_volume_scale-gcse_bridge,maths,8-9,volume-surface-area,similar-volume-scale,similar_volume_scale,geometry,gcse_bridge,short_text,A solid has volume {v} cm³. It is enlarged by scale factor {sf}. What is the new volume?,"{""v"":[10,20,30],""sf"":[2,3]}",v*sf^3,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Volume scale factor is cube of length scale factor.,Multiply by scale factor cubed.,[],gcse-style-original,true,true,"volume 20, scale factor 3",540 cm³,adaptive_challenge_mode
volume-surface-area-surface_area_scale-gcse_bridge,maths,8-9,volume-surface-area,surface-area-scale,surface_area_scale,geometry,gcse_bridge,short_text,A solid has surface area {sa} cm². It is enlarged by scale factor {sf}. What is the new surface area?,"{""sa"":[20,30,50],""sf"":[2,3]}",sa*sf^2,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Area scale factor is square of length scale factor.,Multiply by scale factor squared.,[],gcse-style-original,true,true,"surface area 30, sf 2",120 cm²,adaptive_challenge_mode
volume-surface-area-cone_volume_intro-gcse_bridge,maths,8-9,volume-surface-area,cone-volume-intro,cone_volume_intro,geometry,gcse_bridge,short_text,A cone has radius {r} cm and height {h} cm. Use π=3.14. Find its volume to 1 dp.,"{""r"":[2,3,4],""h"":[6,9,12]}",3.14*r*r*h/3,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Cone volume is one third of cylinder.,Use 1/3 πr²h.,[],gcse-style-original,true,true,"r=3,h=6",56.5 cm³,adaptive_challenge_mode
pythagoras-identify_hypotenuse-must,maths,8-9,pythagoras,identify-hypotenuse,identify_hypotenuse,geometry,must,multiple_choice,"In a right-angled triangle, what is the hypotenuse?",{},longest side opposite right angle,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",It is opposite the right angle.,The hypotenuse is always the longest side.,[],gcse-style-original,false,true,hypotenuse definition,longest side opposite right angle,adaptive_challenge_mode
pythagoras-find_hypotenuse_integer-must,maths,8-9,pythagoras,find-hypotenuse-integer,find_hypotenuse_integer,geometry,must,short_text,A right triangle has short sides {a} cm and {b} cm. Find the hypotenuse.,"{""triples"":[[3,4,5],[5,12,13],[6,8,10],[8,15,17]]}",c,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use a² + b² = c².,"Square the two shorter sides, add, then square root.",[],gcse-style-original,false,true,3 and 4,5 cm,adaptive_challenge_mode
pythagoras-find_short_side_integer-should,maths,8-9,pythagoras,find-short-side-integer,find_short_side_integer,geometry,should,short_text,A right triangle has hypotenuse {c} cm and one short side {a} cm. Find the other short side.,"{""triples"":[[3,4,5],[5,12,13],[6,8,10],[8,15,17]]}",b,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use c² - a² = b².,"Subtract squares, then square root.",[],gcse-style-original,false,true,"hyp 13, side 5",12 cm,adaptive_challenge_mode
pythagoras-decimal_hypotenuse-could,maths,8-9,pythagoras,decimal-hypotenuse,decimal_hypotenuse,geometry,could,short_text,A right triangle has sides {a} cm and {b} cm. Find the hypotenuse to 1 decimal place.,"{""a"":[4,5,7,9],""b"":[6,8,10,12]}",sqrt(a^2+b^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use Pythagoras then round.,c² = a² + b².,[],gcse-style-original,false,true,4 and 6,7.2 cm,adaptive_challenge_mode
pythagoras-decimal_short_side-could,maths,8-9,pythagoras,decimal-short-side,decimal_short_side,geometry,could,short_text,A right triangle has hypotenuse {c} cm and one side {a} cm. Find the missing side to 1 decimal place.,"{""c"":[10,12,15,20],""a"":[4,5,7,9]}",sqrt(c^2-a^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract squares.,Missing short side uses hypotenuse squared minus known side squared.,[],gcse-style-original,false,true,"hyp 10, side 6",8.0 cm,adaptive_challenge_mode
pythagoras-pythagoras_word_ladder-could,maths,8-9,pythagoras,pythagoras-word-ladder,pythagoras_word_ladder,geometry,could,short_text,A ladder reaches {h} m up a wall and its foot is {d} m from the wall. How long is the ladder?,"{""h"":[3,4,5,6],""d"":[4,5,8]}",sqrt(h^2+d^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",The ladder is the hypotenuse.,Wall and ground make a right angle.,[],gcse-style-original,false,true,"3m up, 4m out",5m,adaptive_challenge_mode
pythagoras-pythagoras_word_diagonal-could,maths,8-9,pythagoras,pythagoras-word-diagonal,pythagoras_word_diagonal,geometry,could,short_text,A rectangle is {l} cm by {w} cm. Find the diagonal to 1 decimal place.,"{""l"":[6,8,10,12],""w"":[4,5,7,9]}",sqrt(l^2+w^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",The diagonal is the hypotenuse.,Split the rectangle into right triangles.,[],gcse-style-original,false,true,8 by 6,10 cm,adaptive_challenge_mode
pythagoras-coordinate_distance_intro-gcse_bridge,maths,8-9,pythagoras,coordinate-distance-intro,coordinate_distance_intro,geometry,gcse_bridge,short_text,"Find the distance between ({x1},{y1}) and ({x2},{y2}).","{""x1"":[0,1,2],""y1"":[0,1,3],""dx"":[3,4,5],""dy"":[4,5,12]}",sqrt(dx^2+dy^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use horizontal and vertical differences.,The points form a right triangle.,[],gcse-style-original,true,true,"(0,0) to (3,4)",5,adaptive_challenge_mode
pythagoras-is_right_triangle-gcse_bridge,maths,8-9,pythagoras,is-right-triangle,is_right_triangle,geometry,gcse_bridge,multiple_choice,"Is a triangle with sides {a}, {b}, {c} right-angled?","{""sets"":[[3,4,5],[5,12,13],[6,8,11],[7,24,25]]}",check a^2+b^2=c^2,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Test the squares.,"If shorter squares add to longest square, it is right-angled.","[""angle_fact_confusion""]",gcse-style-original,true,true,"6,8,11",No,adaptive_challenge_mode
pythagoras-pythagoras_area_context-gcse_bridge,maths,8-9,pythagoras,pythagoras-area-context,pythagoras_area_context,geometry,gcse_bridge,short_text,A right triangle has legs {a} cm and {b} cm. Find its perimeter.,"{""triples"":[[3,4,5],[5,12,13],[6,8,10],[8,15,17]]}",a+b+c,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find hypotenuse first.,Perimeter is all three sides added.,[],gcse-style-original,true,true,"5,12",30 cm,adaptive_challenge_mode
pythagoras-pythagoras_3d_intro-gcse_bridge,maths,8-9,pythagoras,pythagoras-3d-intro,pythagoras_3d_intro,geometry,gcse_bridge,short_text,A cuboid is {l} by {w} by {h}. Find the base diagonal to 1 dp.,"{""l"":[4,5,8],""w"":[3,6,7],""h"":[2,3,4]}",sqrt(l^2+w^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Base diagonal uses length and width only.,This is Pythagoras on the base rectangle.,[],gcse-style-original,true,true,4 by 3 base,5,adaptive_challenge_mode
pythagoras-pythagoras_missing_context-gcse_bridge,maths,8-9,pythagoras,pythagoras-missing-context,pythagoras_missing_context,geometry,gcse_bridge,short_text,A wire of length {c} m reaches from the top of a pole to a point {d} m from its base. Find the pole height.,"{""c"":[5,10,13,17],""d"":[3,6,5,8]}",sqrt(c^2-d^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Wire is the hypotenuse.,Height² = wire² - ground distance².,[],gcse-style-original,true,true,"wire 13, distance 5",12 m,adaptive_challenge_mode
pythagoras-pythagoras_compare_routes-gcse_bridge,maths,8-9,pythagoras,pythagoras-compare-routes,pythagoras_compare_routes,geometry,gcse_bridge,short_text,Route A is {a} m then {b} m at right angles. Route B is the direct diagonal. How much shorter is route B to 1 dp?,"{""a"":[3,6,8],""b"":[4,8,15]}",a+b-sqrt(a^2+b^2),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find diagonal then compare.,Route A is two sides; Route B is hypotenuse.,[],gcse-style-original,true,true,3 and 4,2 m shorter,adaptive_challenge_mode
pythagoras-pythagoras_square_diagonal-could,maths,8-9,pythagoras,pythagoras-square-diagonal,pythagoras_square_diagonal,geometry,could,short_text,Find the diagonal of a square with side {s} cm to 1 decimal place.,"{""s"":[4,5,6,10]}",sqrt(2*s*s),"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Use Pythagoras with equal sides.,Diagonal² = s² + s².,[],gcse-style-original,false,true,side 5,7.1 cm,adaptive_challenge_mode
pythagoras-pythagoras_reverse_area-gcse_bridge,maths,8-9,pythagoras,pythagoras-reverse-area,pythagoras_reverse_area,geometry,gcse_bridge,short_text,A right triangle has hypotenuse {c} cm and one side {a} cm. Find its area.,"{""triples"":[[3,4,5],[5,12,13],[8,15,17]]}",a*b/2,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Find missing side first.,Area = 1/2 × two perpendicular sides.,[],gcse-style-original,true,true,hyp 13 side 5,30 cm²,adaptive_challenge_mode
simultaneous-equations-elimination_same_coefficient-must,maths,8-9,simultaneous-equations,elimination-same-coefficient,elimination_same_coefficient,algebra,must,short_text,"Solve: x + y = {s}, x - y = {d}. Find x.","{""x"":[4,5,6,7],""y"":[1,2,3]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Add the equations.,Adding eliminates y.,[],gcse-style-original,false,true,"x+y=8, x-y=2",x=5,adaptive_challenge_mode
simultaneous-equations-elimination_y_same-should,maths,8-9,simultaneous-equations,elimination-y-same,elimination_y_same,algebra,should,short_text,"Solve: {a}x + y = {s1}, {b}x + y = {s2}. Find x.","{""a"":[2,3,4],""b"":[5,6,7],""x"":[2,3,4],""y"":[1,2,3]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract the equations.,Same y coefficient means subtraction removes y.,[],gcse-style-original,false,true,"2x+y=7, 5x+y=16",x=3,adaptive_challenge_mode
simultaneous-equations-elimination_x_same-should,maths,8-9,simultaneous-equations,elimination-x-same,elimination_x_same,algebra,should,short_text,"Solve: x + {a}y = {s1}, x + {b}y = {s2}. Find y.","{""a"":[2,3,4],""b"":[5,6,7],""x"":[2,3,4],""y"":[1,2,3]}",y,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract to remove x.,Same x coefficient means subtraction removes x.,[],gcse-style-original,false,true,"x+2y=7, x+5y=16",y=3,adaptive_challenge_mode
simultaneous-equations-elimination_multiply_one-could,maths,8-9,simultaneous-equations,elimination-multiply-one,elimination_multiply_one,algebra,could,short_text,"Solve: x + y = {s}, {a}x + y = {t}. Find x.","{""a"":[2,3,4],""x"":[2,3,4],""y"":[1,2,3]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Subtract the equations.,The y terms match already.,[],gcse-style-original,false,true,"x+y=5, 3x+y=11",x=3,adaptive_challenge_mode
simultaneous-equations-substitution_simple-could,maths,8-9,simultaneous-equations,substitution-simple,substitution_simple,algebra,could,short_text,"Solve: y = {m}x + {c}, x + y = {s}. Find x.","{""m"":[1,2,3],""c"":[1,2,3],""x"":[2,3,4]}",x,"{""normalise"": [""trim"", ""lowercase"", ""remove_spaces""], ""tolerance"": 0.01}",Substitute y into the second equation.,Replace y with the expression in x.,[],gcse-style-original,false,true,"y=2x+1, x+y=10",x=3,adaptive_challenge_mode
